id_medidor,id_cliente,marca,diametro_mm,fecha_instalacion,antiguedad_anios,fecha_ultima_verificacion_metrologica,requiere_verificacion,estado_medidor
MD-01057,CL-01057,Actaris,13,2011-01-23,14,2023-08-10,False,Activo
MD-01058,CL-01058,Itron,15,2025-02-13,0,,False,Activo
MD-01059,CL-01059,Elster,13,2023-11-17,2,,False,Activo
MD-01060,CL-01060,Actaris,13,2021-11-18,4,2021-03-20,False,Activo
MD-01061,CL-01061,Zenner,19,2011-01-11,14,2022-12-02,False,Activo
MD-01062,CL-01062,Zenner,13,2024-05-01,1,,False,Activo
MD-01063,CL-01063,Elster,19,2016-09-03,9,2023-09-24,False,Activo
MD-01064,CL-01064,Itron,15,2014-10-02,11,2023-01-25,False,Activo
MD-01065,CL-01065,Sensus,13,2020-06-18,5,2025-11-11,False,Activo
MD-01066,CL-01066,Actaris,13,2016-12-01,9,2023-01-13,False,Activo
MD-01067,CL-01067,Sensus,19,2024-05-12,1,,False,Activo
MD-01068,CL-01068,Itron,15,2024-03-15,1,,False,Activo
MD-01069,CL-01069,Actaris,15,2015-04-20,10,2023-06-01,False,Activo
MD-01070,CL-01070,Sensus,13,2024-10-02,1,,False,Activo
MD-01071,CL-01071,Zenner,13,2012-03-10,13,2025-08-04,False,Activo
MD-01072,CL-01072,Elster,15,2020-04-26,5,2022-11-14,False,Activo
MD-01073,CL-01073,Actaris,15,2023-01-06,2,,False,Activo
MD-01074,CL-01074,Itron,15,2012-09-08,13,2022-10-20,False,Activo
MD-01075,CL-01075,Elster,25,2016-08-22,9,2026-05-27,False,Activo
MD-01076,CL-01076,Zenner,13,2016-10-09,9,2022-11-12,False,Activo
MD-01077,CL-01077,Sensus,15,2013-09-02,12,2023-08-09,False,Activo
MD-01078,CL-01078,Actaris,15,2014-03-09,11,2023-06-09,False,Activo
MD-01079,CL-01079,Itron,13,2020-02-08,5,2020-09-01,True,Activo
MD-01080,CL-01080,Sensus,13,2024-06-22,1,,False,Activo
MD-01081,CL-01081,Sensus,13,2017-01-09,8,2022-10-21,False,Activo
MD-01082,CL-01082,Itron,25,2023-10-15,2,,False,Activo
MD-01083,CL-01083,Itron,13,2014-01-16,11,2023-11-22,False,Activo
MD-01084,CL-01084,Actaris,25,2013-09-03,12,2026-04-23,False,Activo
MD-01085,CL-01085,Sensus,13,2011-02-17,14,2020-07-22,True,Activo
MD-01086,CL-01086,Actaris,13,2016-02-25,9,2022-03-18,False,Activo
MD-01087,CL-01087,Itron,15,2014-08-03,11,2021-11-09,False,Activo
MD-01088,CL-01088,Elster,19,2020-01-04,5,2024-08-20,False,Activo
MD-01089,CL-01089,Actaris,13,2017-05-12,8,2026-01-23,False,Activo
MD-01090,CL-01090,Itron,15,2022-03-21,3,2021-11-27,False,Activo
MD-01091,CL-01091,Zenner,19,2022-11-12,3,2024-11-29,False,Activo
MD-01092,CL-01092,Zenner,19,2015-05-20,10,2024-09-05,False,Activo
MD-01093,CL-01093,Zenner,13,2015-09-04,10,2021-01-04,False,Activo
MD-01094,CL-01094,Actaris,13,2016-06-10,9,2022-08-10,False,Activo
MD-01095,CL-01095,Itron,13,2016-03-24,9,2026-05-24,False,Activo
MD-01096,CL-01096,Sensus,13,2013-10-21,12,2025-01-08,False,Activo
MD-01097,CL-01097,Elster,13,2020-10-09,5,2021-05-29,False,Activo
MD-01098,CL-01098,Actaris,15,2022-01-17,3,2026-04-09,False,Activo
MD-01099,CL-01099,Itron,13,2011-02-17,14,2026-06-20,False,Activo
MD-01100,CL-01100,Itron,15,2023-12-20,2,,False,Activo
MD-01101,CL-01101,Itron,13,2011-11-17,14,2024-02-07,False,Activo
MD-01102,CL-01102,Sensus,13,2012-11-12,13,2024-07-04,False,Activo
MD-01103,CL-01103,Elster,19,2012-07-14,13,2021-07-18,False,Activo
MD-01104,CL-01104,Zenner,13,2011-07-15,14,2026-02-24,False,Activo
MD-01105,CL-01105,Zenner,13,2020-08-25,5,2022-11-03,False,Activo
MD-01106,CL-01106,Elster,15,2011-09-20,14,2024-02-17,False,Activo
MD-01107,CL-01107,Elster,19,2020-04-01,5,2022-03-22,False,Activo
MD-01108,CL-01108,Actaris,13,2024-09-23,1,,False,Activo
MD-01109,CL-01109,Actaris,25,2017-08-16,8,2020-10-19,True,Activo
MD-01110,CL-01110,Itron,13,2011-01-22,14,2022-02-15,False,Activo
MD-01111,CL-01111,Elster,13,2012-04-18,13,2022-10-20,False,Activo
MD-01112,CL-01112,Elster,13,2016-01-07,9,2026-02-28,False,Activo
MD-01113,CL-01113,Actaris,15,2015-11-17,10,2021-05-30,False,Activo
MD-01114,CL-01114,Itron,19,2017-08-15,8,2021-02-07,False,Activo
MD-01115,CL-01115,Actaris,13,2019-12-20,6,2023-10-19,False,Activo
MD-01116,CL-01116,Sensus,13,2016-09-07,9,2021-07-24,False,Activo
MD-01117,CL-01117,Elster,19,2019-11-21,6,2023-08-15,False,Activo
MD-01118,CL-01118,Elster,15,2015-03-20,10,2022-03-23,False,Activo
MD-01119,CL-01119,Elster,15,2025-02-19,0,,False,Activo
MD-01120,CL-01120,Zenner,13,2019-11-12,6,2021-04-13,False,Activo
MD-01121,CL-01121,Sensus,13,2022-03-09,3,2021-09-11,False,Activo
MD-01122,CL-01122,Zenner,19,2012-09-13,13,2021-01-23,False,Activo
MD-01123,CL-01123,Actaris,19,2012-02-12,13,2021-03-23,False,Activo
MD-01124,CL-01124,Elster,13,2017-12-21,8,2024-09-19,False,Activo
MD-01125,CL-01125,Itron,15,2017-02-25,8,2025-03-05,False,Activo
MD-01126,CL-01126,Elster,13,2025-01-17,0,,False,Activo
MD-01127,CL-01127,Itron,13,2021-05-09,4,2026-03-20,False,Activo
MD-01128,CL-01128,Elster,13,2017-06-18,8,2024-06-14,False,Activo
MD-01129,CL-01129,Sensus,13,2012-01-26,13,2025-08-17,False,Activo
MD-01130,CL-01130,Zenner,13,2011-10-15,14,2023-06-04,False,Activo
MD-01131,CL-01131,Itron,13,2013-08-15,12,2024-08-08,False,Activo
MD-01132,CL-01132,Itron,13,2024-11-10,1,,False,Activo
MD-01133,CL-01133,Zenner,25,2018-12-23,7,2023-09-11,False,Activo
MD-01134,CL-01134,Zenner,15,2021-10-01,4,2024-11-30,False,Activo
MD-01135,CL-01135,Elster,13,2025-01-26,0,,False,Activo
MD-01136,CL-01136,Zenner,13,2022-12-02,3,2025-07-23,False,Activo
MD-01137,CL-01137,Itron,13,2013-08-11,12,2023-08-31,False,Activo
MD-01138,CL-01138,Zenner,13,2016-09-27,9,2022-01-19,False,Activo
MD-01139,CL-01139,Zenner,13,2014-01-17,11,2023-12-31,False,Activo
MD-01140,CL-01140,Elster,25,2021-02-15,4,2025-11-27,False,Activo
MD-01141,CL-01141,Zenner,38,2014-05-14,11,2024-01-11,False,Activo
MD-01142,CL-01142,Sensus,15,2020-04-15,5,2023-03-26,False,Activo
MD-01143,CL-01143,Itron,13,2016-07-05,9,2024-02-21,False,Activo
MD-01144,CL-01144,Actaris,19,2011-05-20,14,2022-06-08,False,Activo
MD-01145,CL-01145,Sensus,15,2022-09-07,3,2026-02-13,False,Activo
MD-01146,CL-01146,Itron,13,2019-08-12,6,2021-05-07,False,Activo
MD-01147,CL-01147,Elster,13,2012-01-16,13,2023-06-25,False,Activo
MD-01148,CL-01148,Sensus,13,2024-11-18,1,,False,Activo
MD-01149,CL-01149,Sensus,19,2020-07-23,5,2021-03-14,False,Activo
MD-01150,CL-01150,Elster,13,2013-09-07,12,2023-10-26,False,Activo
MD-01151,CL-01151,Actaris,15,2023-03-01,2,,False,Activo
MD-01152,CL-01152,Itron,15,2022-02-25,3,2022-12-30,False,Activo
MD-01153,CL-01153,Zenner,15,2020-05-01,5,2022-07-21,False,Activo
MD-01154,CL-01154,Sensus,13,2014-05-22,11,2023-01-17,False,Activo
MD-01155,CL-01155,Zenner,13,2012-03-11,13,2023-08-22,False,Activo
MD-01156,CL-01156,Sensus,19,2022-02-06,3,2021-02-09,False,Activo
MD-01157,CL-01157,Elster,15,2013-07-19,12,2024-04-04,False,Activo
MD-01158,CL-01158,Zenner,13,2021-08-27,4,2024-07-08,False,Activo
MD-01159,CL-01159,Itron,13,2013-11-12,12,2026-07-05,False,Activo
MD-01160,CL-01160,Sensus,25,2015-10-19,10,2025-11-20,False,Activo
MD-01161,CL-01161,Zenner,13,2012-08-18,13,2020-08-05,True,Activo
MD-01162,CL-01162,Zenner,13,2013-01-04,12,2020-12-31,False,Activo
MD-01163,CL-01163,Elster,25,2015-04-10,10,2021-10-22,False,Activo
MD-01164,CL-01164,Elster,13,2011-02-25,14,2025-05-06,False,Activo
MD-01165,CL-01165,Itron,13,2016-08-03,9,2025-08-31,False,Activo
MD-01166,CL-01166,Itron,13,2020-01-16,5,2025-09-24,False,Activo
MD-01167,CL-01167,Sensus,15,2017-05-19,8,2022-06-02,False,Activo
MD-01168,CL-01168,Sensus,13,2011-10-07,14,2025-09-16,False,Activo
MD-01169,CL-01169,Actaris,13,2025-09-19,0,,False,Activo
MD-01170,CL-01170,Sensus,25,2019-03-20,6,2021-02-08,False,Activo
MD-01171,CL-01171,Actaris,13,2024-09-23,1,,False,Activo
MD-01172,CL-01172,Itron,15,2020-09-04,5,2022-12-27,False,Activo
MD-01173,CL-01173,Itron,13,2017-01-20,8,2025-07-07,False,Activo
MD-01174,CL-01174,Sensus,19,2011-11-13,14,2021-07-19,False,Activo
MD-01175,CL-01175,Zenner,15,2018-09-10,7,2023-04-22,False,Activo
MD-01176,CL-01176,Elster,13,2018-02-11,7,2026-04-09,False,Activo
MD-01177,CL-01177,Itron,13,2014-10-09,11,2025-07-15,False,Activo
MD-01178,CL-01178,Sensus,15,2014-09-03,11,2023-03-26,False,Activo
MD-01179,CL-01179,Zenner,13,2024-08-14,1,,False,Activo
MD-01180,CL-01180,Itron,13,2015-05-06,10,2021-08-10,False,Activo
MD-01181,CL-01181,Zenner,19,2011-10-01,14,2025-09-27,False,Activo
MD-01182,CL-01182,Itron,13,2025-11-18,0,,False,Activo
MD-01183,CL-01183,Sensus,15,2012-01-04,13,2023-01-10,False,Activo
MD-01184,CL-01184,Itron,13,2013-09-11,12,2023-01-19,False,Activo
MD-01185,CL-01185,Actaris,13,2020-06-13,5,2022-05-15,False,Activo
MD-01186,CL-01186,Sensus,13,2024-04-14,1,,False,Activo
MD-01187,CL-01187,Sensus,13,2022-02-07,3,2023-01-01,False,Activo
MD-01188,CL-01188,Zenner,15,2024-01-21,1,,False,Activo
MD-01189,CL-01189,Elster,13,2025-01-06,0,,False,Activo
MD-01190,CL-01190,Actaris,13,2015-12-01,10,2023-06-20,False,Activo
MD-01191,CL-01191,Elster,25,2012-09-17,13,2023-11-26,False,Activo
MD-01192,CL-01192,Elster,13,2025-12-05,0,,False,Activo
MD-01193,CL-01193,Itron,13,2025-10-10,0,,False,Activo
MD-01194,CL-01194,Sensus,19,2014-11-18,11,2020-12-18,True,Activo
MD-01195,CL-01195,Zenner,13,2025-12-14,0,,False,Activo
MD-01196,CL-01196,Sensus,19,2025-12-20,0,,False,Activo
MD-01197,CL-01197,Elster,13,2017-02-04,8,2023-12-26,False,Activo
MD-01198,CL-01198,Elster,13,2012-10-15,13,2025-11-21,False,Activo
MD-01199,CL-01199,Actaris,25,2019-04-06,6,2023-09-11,False,Activo
MD-01200,CL-01200,Elster,13,2012-02-01,13,2024-09-04,False,Activo
MD-01201,CL-01201,Itron,13,2025-09-15,0,,False,Activo
MD-01202,CL-01202,Zenner,15,2016-10-27,9,2024-01-30,False,Activo
MD-01203,CL-01203,Itron,13,2017-11-13,8,2024-01-10,False,Activo
MD-01204,CL-01204,Zenner,13,2012-05-10,13,2024-01-19,False,Activo
MD-01205,CL-01205,Zenner,13,2019-09-11,6,2022-11-22,False,Activo
MD-01206,CL-01206,Actaris,13,2020-07-17,5,2026-05-29,False,Activo
MD-01207,CL-01207,Actaris,15,2023-09-06,2,,False,Activo
MD-01208,CL-01208,Elster,13,2023-11-05,2,,False,Activo
MD-01209,CL-01209,Zenner,15,2021-10-25,4,2021-07-16,False,Activo
MD-01210,CL-01210,Sensus,13,2025-10-22,0,,False,Activo
MD-01211,CL-01211,Zenner,13,2014-01-12,11,2020-10-27,True,Activo
MD-01212,CL-01212,Actaris,13,2024-01-08,1,,False,Activo
MD-01213,CL-01213,Itron,15,2013-11-16,12,2025-02-13,False,Activo
MD-01214,CL-01214,Sensus,13,2014-08-11,11,2024-05-25,False,Activo
MD-01215,CL-01215,Itron,13,2025-07-24,0,,False,Activo
MD-01216,CL-01216,Elster,15,2013-03-07,12,2020-08-13,True,Activo
MD-01217,CL-01217,Sensus,19,2020-08-22,5,2020-12-31,False,Activo
MD-01218,CL-01218,Itron,13,2024-02-18,1,,False,Activo
MD-01219,CL-01219,Actaris,13,2012-11-01,13,2026-06-27,False,Activo
MD-01220,CL-01220,Itron,19,2012-12-21,13,2022-08-17,False,Activo
MD-01221,CL-01221,Itron,13,2025-11-26,0,,False,Activo
MD-01222,CL-01222,Actaris,15,2024-01-12,1,,False,Activo
MD-01223,CL-01223,Sensus,13,2015-04-03,10,2025-04-24,False,Activo
MD-01224,CL-01224,Sensus,13,2017-01-07,8,2024-09-17,False,Activo
MD-01225,CL-01225,Actaris,13,2013-12-01,12,2021-03-24,False,Activo
MD-01226,CL-01226,Zenner,13,2022-02-11,3,2021-11-14,False,Activo
MD-01227,CL-01227,Actaris,13,2025-12-10,0,,False,Activo
MD-01228,CL-01228,Itron,15,2014-05-20,11,2026-06-11,False,Activo
MD-01229,CL-01229,Itron,13,2011-01-12,14,2021-09-15,False,Activo
MD-01230,CL-01230,Sensus,13,2016-08-23,9,2026-01-24,False,Activo
MD-01231,CL-01231,Zenner,19,2021-10-27,4,2025-05-09,False,Activo
MD-01232,CL-01232,Actaris,13,2023-05-19,2,,False,Activo
MD-01233,CL-01233,Zenner,13,2022-10-26,3,2021-12-28,False,Activo
MD-01234,CL-01234,Itron,19,2024-11-01,1,,False,Activo
MD-01235,CL-01235,Actaris,19,2017-07-04,8,2023-05-12,False,Activo
MD-01236,CL-01236,Elster,13,2011-05-26,14,2025-09-15,False,Activo
MD-01237,CL-01237,Elster,13,2020-08-11,5,2022-07-08,False,Activo
MD-01238,CL-01238,Elster,25,2019-12-03,6,2024-01-04,False,Activo
MD-01239,CL-01239,Elster,19,2020-03-14,5,2025-01-24,False,Activo
MD-01240,CL-01240,Zenner,13,2025-09-27,0,,False,Activo
MD-01241,CL-01241,Zenner,15,2013-06-17,12,2020-10-23,True,Activo
MD-01242,CL-01242,Elster,19,2020-07-01,5,2024-09-03,False,Activo
MD-01243,CL-01243,Elster,13,2020-09-16,5,2025-07-19,False,Activo
MD-01244,CL-01244,Elster,19,2016-08-10,9,2021-12-29,False,Activo
MD-01245,CL-01245,Zenner,13,2023-11-18,2,,False,Activo
MD-01246,CL-01246,Actaris,13,2014-03-23,11,2024-07-29,False,Activo
MD-01247,CL-01247,Actaris,25,2025-02-01,0,,False,Activo
MD-01248,CL-01248,Actaris,13,2013-12-07,12,2024-02-24,False,Activo
MD-01249,CL-01249,Actaris,13,2012-12-18,13,2025-01-14,False,Activo
MD-01250,CL-01250,Zenner,13,2021-01-08,4,2022-10-08,False,Activo
MD-01251,CL-01251,Actaris,15,2021-01-25,4,2025-03-14,False,Activo
MD-01252,CL-01252,Zenner,13,2016-10-01,9,2023-07-24,False,Activo
MD-01253,CL-01253,Zenner,13,2016-01-01,9,2022-08-04,False,Activo
MD-01254,CL-01254,Sensus,15,2013-07-24,12,2023-01-25,False,Activo
MD-01255,CL-01255,Zenner,15,2012-04-10,13,2026-05-07,False,Activo
MD-01256,CL-01256,Sensus,13,2017-03-19,8,2025-09-29,False,Activo
MD-01257,CL-01257,Actaris,15,2023-08-18,2,,False,Activo
MD-01258,CL-01258,Elster,15,2025-02-24,0,,False,Activo
MD-01259,CL-01259,Elster,13,2019-05-19,6,2024-08-14,False,Activo
MD-01260,CL-01260,Zenner,19,2015-01-21,10,2026-01-16,False,Activo
MD-01261,CL-01261,Elster,19,2021-09-25,4,2023-10-30,False,Activo
MD-01262,CL-01262,Elster,13,2023-04-10,2,,False,Activo
MD-01263,CL-01263,Zenner,19,2020-01-25,5,2025-07-11,False,Activo
MD-01264,CL-01264,Sensus,13,2023-07-19,2,,False,Activo
MD-01265,CL-01265,Actaris,13,2022-08-17,3,2021-06-16,False,Activo
MD-01266,CL-01266,Zenner,13,2025-11-13,0,,False,Activo
MD-01267,CL-01267,Itron,15,2016-08-14,9,2025-08-23,False,Activo
MD-01268,CL-01268,Actaris,19,2019-01-23,6,2026-07-15,False,Activo
MD-01269,CL-01269,Zenner,13,2018-08-25,7,2021-11-05,False,Activo
MD-01270,CL-01270,Elster,15,2023-04-20,2,,False,Activo
MD-01271,CL-01271,Zenner,15,2012-04-27,13,2024-05-01,False,Activo
MD-01272,CL-01272,Itron,13,2015-04-01,10,2021-05-30,False,Activo
MD-01273,CL-01273,Itron,13,2017-09-09,8,2022-06-22,False,Activo
MD-01274,CL-01274,Sensus,19,2017-08-16,8,2026-04-22,False,Activo
MD-01275,CL-01275,Elster,19,2025-01-12,0,,False,Activo
MD-01276,CL-01276,Sensus,19,2015-02-17,10,2022-08-04,False,Activo
MD-01277,CL-01277,Sensus,38,2020-08-03,5,2023-03-02,False,Activo
MD-01278,CL-01278,Itron,13,2021-07-08,4,2022-03-04,False,Activo
MD-01279,CL-01279,Sensus,19,2021-01-15,4,2025-07-17,False,Activo
MD-01280,CL-01280,Itron,13,2019-06-09,6,2024-09-28,False,Activo
MD-01281,CL-01281,Itron,13,2017-06-22,8,2021-08-23,False,Activo
MD-01282,CL-01282,Actaris,25,2013-12-17,12,2023-11-20,False,Activo
MD-01283,CL-01283,Actaris,13,2017-08-24,8,2025-10-22,False,Activo
MD-01284,CL-01284,Elster,15,2023-03-01,2,,False,Activo
MD-01285,CL-01285,Elster,13,2018-12-09,7,2024-04-25,False,Activo
MD-01286,CL-01286,Zenner,13,2013-07-27,12,2025-08-06,False,Activo
MD-01287,CL-01287,Itron,19,2018-02-14,7,2025-12-16,False,Activo
MD-01288,CL-01288,Sensus,15,2023-07-07,2,,False,Activo
MD-01289,CL-01289,Sensus,13,2019-11-22,6,2025-07-12,False,Activo
MD-01290,CL-01290,Actaris,13,2017-02-23,8,2025-07-13,False,Activo
MD-01291,CL-01291,Zenner,13,2025-07-22,0,,False,Activo
MD-01292,CL-01292,Sensus,13,2022-02-24,3,2025-09-29,False,Activo
MD-01293,CL-01293,Itron,19,2020-11-13,5,2025-12-05,False,Activo
MD-01294,CL-01294,Actaris,15,2014-04-21,11,2025-12-19,False,Activo
MD-01295,CL-01295,Actaris,13,2017-11-07,8,2021-03-05,False,Activo
MD-01296,CL-01296,Elster,13,2012-09-06,13,2024-10-04,False,Activo
MD-01297,CL-01297,Actaris,13,2021-02-10,4,2021-08-19,False,Activo
MD-01298,CL-01298,Sensus,13,2013-08-11,12,2021-08-31,False,Activo
MD-01299,CL-01299,Actaris,13,2016-10-01,9,2025-05-28,False,Activo
MD-01300,CL-01300,Itron,13,2025-07-08,0,,False,Activo
MD-01301,CL-01301,Itron,13,2022-03-15,3,2021-04-08,False,Activo
MD-01302,CL-01302,Itron,13,2019-02-11,6,2023-10-17,False,Activo
MD-01303,CL-01303,Actaris,13,2020-08-01,5,2021-12-09,False,Activo
MD-01304,CL-01304,Zenner,15,2017-03-03,8,2024-02-17,False,Activo
MD-01305,CL-01305,Itron,19,2025-09-11,0,,False,Activo
MD-01306,CL-01306,Actaris,38,2022-01-20,3,2022-09-08,False,Activo
MD-01307,CL-01307,Zenner,15,2021-11-23,4,2021-02-15,False,Activo
MD-01308,CL-01308,Itron,13,2023-06-04,2,,False,Activo
MD-01309,CL-01309,Zenner,13,2017-05-13,8,2021-10-14,False,Activo
MD-01310,CL-01310,Itron,15,2016-05-23,9,2025-03-05,False,Activo
MD-01311,CL-01311,Zenner,25,2024-03-18,1,,False,Activo
MD-01312,CL-01312,Actaris,25,2018-06-16,7,2022-01-18,False,Activo
MD-01313,CL-01313,Elster,25,2020-07-11,5,2021-12-10,False,Activo
MD-01314,CL-01314,Zenner,25,2015-12-08,10,2022-06-04,False,Activo
MD-01315,CL-01315,Actaris,19,2017-10-02,8,2021-11-05,False,Activo
MD-01316,CL-01316,Zenner,13,2015-03-08,10,2020-11-08,True,Activo
MD-01317,CL-01317,Sensus,15,2016-08-19,9,2021-12-29,False,Activo
MD-01318,CL-01318,Actaris,13,2017-04-12,8,2025-11-28,False,Activo
MD-01319,CL-01319,Zenner,15,2025-04-25,0,,False,Activo
MD-01320,CL-01320,Elster,15,2017-12-06,8,2025-05-06,False,Activo
MD-01321,CL-01321,Actaris,15,2012-06-25,13,2024-02-16,False,Activo
MD-01322,CL-01322,Actaris,13,2024-04-16,1,,False,Activo
MD-01323,CL-01323,Elster,13,2014-09-07,11,2023-09-01,False,Activo
MD-01324,CL-01324,Elster,15,2020-07-19,5,2024-12-17,False,Activo
MD-01325,CL-01325,Elster,13,2019-06-22,6,2025-03-11,False,Activo
MD-01326,CL-01326,Sensus,13,2021-10-03,4,2024-04-08,False,Activo
MD-01327,CL-01327,Actaris,25,2019-03-13,6,2024-06-11,False,Activo
MD-01328,CL-01328,Elster,15,2020-08-04,5,2023-02-10,False,Activo
MD-01329,CL-01329,Itron,19,2011-08-07,14,2024-07-05,False,Activo
MD-01330,CL-01330,Itron,13,2013-05-01,12,2022-09-18,False,Activo
MD-01331,CL-01331,Sensus,15,2014-01-04,11,2025-04-08,False,Activo
MD-01332,CL-01332,Zenner,25,2022-09-03,3,2023-10-09,False,Activo
MD-01333,CL-01333,Elster,13,2019-09-12,6,2021-05-09,False,Activo
MD-01334,CL-01334,Sensus,13,2018-05-09,7,2022-03-16,False,Activo
MD-01335,CL-01335,Zenner,13,2014-05-05,11,2024-11-30,False,Activo
MD-01336,CL-01336,Itron,13,2024-12-27,1,,False,Activo
MD-01337,CL-01337,Zenner,13,2019-01-19,6,2023-11-30,False,Activo
MD-01338,CL-01338,Itron,13,2017-08-05,8,2025-01-13,False,Activo
MD-01339,CL-01339,Itron,15,2025-07-11,0,,False,Activo
MD-01340,CL-01340,Sensus,15,2024-01-02,1,,False,Activo
MD-01341,CL-01341,Itron,13,2023-12-03,2,,False,Activo
MD-01342,CL-01342,Zenner,13,2017-04-25,8,2024-03-03,False,Activo
MD-01343,CL-01343,Actaris,13,2022-06-06,3,2021-08-05,False,Activo
MD-01344,CL-01344,Elster,13,2025-03-05,0,,False,Activo
MD-01345,CL-01345,Actaris,13,2017-03-26,8,2021-03-08,False,Activo
MD-01346,CL-01346,Actaris,15,2024-08-15,1,,False,Activo
MD-01347,CL-01347,Sensus,13,2023-06-16,2,,False,Activo
MD-01348,CL-01348,Elster,13,2022-09-10,3,2023-06-10,False,Activo
MD-01349,CL-01349,Itron,13,2014-08-19,11,2025-03-13,False,Activo
MD-01350,CL-01350,Elster,19,2016-07-13,9,2021-09-01,False,Activo
MD-01351,CL-01351,Sensus,13,2019-10-16,6,2024-06-11,False,Activo
MD-01352,CL-01352,Zenner,25,2014-09-06,11,2025-02-06,False,Activo
MD-01353,CL-01353,Zenner,13,2016-02-18,9,2021-02-04,False,Activo
MD-01354,CL-01354,Itron,15,2019-02-08,6,2022-12-10,False,Activo
MD-01355,CL-01355,Sensus,19,2018-03-17,7,2020-12-04,True,Activo
MD-01356,CL-01356,Zenner,13,2013-02-16,12,2025-10-21,False,Activo
MD-01357,CL-01357,Sensus,13,2017-04-06,8,2021-11-01,False,Activo
MD-01358,CL-01358,Actaris,19,2025-08-03,0,,False,Activo
MD-01359,CL-01359,Actaris,13,2011-11-18,14,2024-04-08,False,Activo
MD-01360,CL-01360,Itron,13,2025-09-27,0,,False,Activo
MD-01361,CL-01361,Actaris,38,2020-03-07,5,2021-09-10,False,Activo
MD-01362,CL-01362,Itron,15,2014-05-20,11,2023-02-10,False,Activo
MD-01363,CL-01363,Actaris,13,2023-03-23,2,,False,Activo
MD-01364,CL-01364,Elster,19,2025-03-24,0,,False,Activo
MD-01365,CL-01365,Itron,13,2014-11-24,11,2020-09-17,True,Activo
MD-01366,CL-01366,Elster,13,2025-07-01,0,,False,Activo
MD-01367,CL-01367,Actaris,13,2013-10-23,12,2024-09-10,False,Activo
MD-01368,CL-01368,Zenner,25,2022-06-01,3,2021-04-07,False,Activo
MD-01369,CL-01369,Itron,13,2020-04-23,5,2024-06-24,False,Activo
MD-01370,CL-01370,Itron,15,2023-01-18,2,,False,Activo
MD-01371,CL-01371,Zenner,15,2018-01-20,7,2024-10-11,False,Activo
MD-01372,CL-01372,Elster,13,2013-12-24,12,2026-05-22,False,Activo
MD-01373,CL-01373,Sensus,15,2011-06-15,14,2024-10-11,False,Activo
MD-01374,CL-01374,Elster,19,2017-01-17,8,2021-08-15,False,Activo
MD-01375,CL-01375,Sensus,25,2013-12-14,12,2021-05-02,False,Activo
MD-01376,CL-01376,Itron,13,2013-02-04,12,2021-07-27,False,Activo
MD-01377,CL-01377,Itron,19,2011-08-06,14,2021-07-25,False,Activo
MD-01378,CL-01378,Itron,13,2024-12-07,1,,False,Activo
MD-01379,CL-01379,Zenner,38,2019-04-24,6,2025-08-24,False,Activo
MD-01380,CL-01380,Actaris,15,2013-12-05,12,2022-02-28,False,Activo
MD-01381,CL-01381,Sensus,13,2013-10-19,12,2024-09-01,False,Activo
MD-01382,CL-01382,Itron,19,2012-03-21,13,2023-09-10,False,Activo
MD-01383,CL-01383,Elster,13,2015-07-17,10,2025-04-16,False,Activo
MD-01384,CL-01384,Actaris,13,2017-10-13,8,2024-11-14,False,Activo
MD-01385,CL-01385,Zenner,13,2015-11-08,10,2025-05-28,False,Activo
MD-01386,CL-01386,Actaris,13,2013-03-22,12,2020-11-27,True,Activo
MD-01387,CL-01387,Zenner,15,2012-06-21,13,2024-07-31,False,Activo
MD-01388,CL-01388,Sensus,15,2024-09-02,1,,False,Activo
MD-01389,CL-01389,Elster,15,2023-04-23,2,,False,Activo
MD-01390,CL-01390,Itron,13,2017-02-10,8,2022-01-05,False,Activo
MD-01391,CL-01391,Zenner,15,2016-08-25,9,2024-12-09,False,Activo
MD-01392,CL-01392,Itron,13,2013-02-24,12,2023-02-22,False,Activo
MD-01393,CL-01393,Actaris,13,2012-04-17,13,2022-05-23,False,Activo
MD-01394,CL-01394,Sensus,19,2014-06-23,11,2020-08-16,True,Activo
MD-01395,CL-01395,Actaris,13,2020-10-12,5,2025-11-21,False,Activo
MD-01396,CL-01396,Sensus,13,2019-03-20,6,2021-02-19,False,Activo
MD-01397,CL-01397,Sensus,19,2022-03-14,3,2025-04-14,False,Activo
MD-01398,CL-01398,Itron,13,2013-08-07,12,2022-04-13,False,Activo
MD-01399,CL-01399,Elster,13,2024-03-10,1,,False,Activo
MD-01400,CL-01400,Itron,13,2011-05-14,14,2021-07-19,False,Activo
MD-01401,CL-01401,Itron,25,2011-06-10,14,2025-02-07,False,Activo
MD-01402,CL-01402,Sensus,19,2025-01-26,0,,False,Activo
MD-01403,CL-01403,Actaris,15,2023-12-01,2,,False,Activo
MD-01404,CL-01404,Zenner,13,2023-01-08,2,,False,Activo
MD-01405,CL-01405,Elster,25,2017-03-25,8,2023-11-09,False,Activo
MD-01406,CL-01406,Itron,13,2014-12-01,11,2025-08-28,False,Activo
MD-01407,CL-01407,Zenner,19,2022-05-25,3,2021-06-21,False,Activo
MD-01408,CL-01408,Itron,25,2022-04-04,3,2026-06-14,False,Activo
MD-01409,CL-01409,Itron,13,2018-09-02,7,2020-09-21,True,Activo
MD-01410,CL-01410,Sensus,13,2025-04-26,0,,False,Activo
MD-01411,CL-01411,Actaris,13,2025-10-02,0,,False,Activo
