id_lectura,id_medidor,fecha_lectura,lectura_acumulada_m3,consumo_m3,tipo_anomalia_real,tipo_anomalia_detectada
LC-0014992,MD-01250,2025-04-01,3371.01,15.93,Normal,Normal
LC-0014993,MD-01250,2025-05-01,3386.78,15.77,Normal,Normal
LC-0014994,MD-01250,2025-06-01,3405.19,18.41,Normal,Normal
LC-0014995,MD-01250,2025-07-01,3420.16,14.97,Normal,Normal
LC-0014996,MD-01250,2025-08-01,3440.42,20.26,Normal,Normal
LC-0014997,MD-01250,2025-09-01,3457.17,16.75,Normal,Normal
LC-0014998,MD-01250,2025-10-01,3476.22,19.05,Normal,Normal
LC-0014999,MD-01250,2025-11-01,3492.09,15.87,Normal,Normal
LC-0015000,MD-01250,2025-12-01,3510.36,18.27,Normal,Normal
LC-0015001,MD-01251,2025-01-01,2226.17,14.2,Normal,Normal
LC-0015002,MD-01251,2025-02-01,2241.43,15.26,Normal,Normal
LC-0015003,MD-01251,2025-03-01,2255.64,14.2,Normal,Normal
LC-0015004,MD-01251,2025-04-01,2270.26,14.62,Normal,Normal
LC-0015005,MD-01251,2025-05-01,2285.26,15.0,Normal,Normal
LC-0015006,MD-01251,2025-06-01,2299.15,13.89,Normal,Normal
LC-0015007,MD-01251,2025-07-01,2313.34,14.19,Normal,Normal
LC-0015008,MD-01251,2025-08-01,2328.0,14.66,Normal,Normal
LC-0015009,MD-01251,2025-09-01,2343.39,15.38,Normal,Normal
LC-0015010,MD-01251,2025-10-01,2356.86,13.47,Normal,Normal
LC-0015011,MD-01251,2025-11-01,2367.77,10.91,Normal,Normal
LC-0015012,MD-01251,2025-12-01,2382.94,15.17,Normal,Normal
LC-0015013,MD-01252,2025-01-01,4523.23,17.23,Normal,Normal
LC-0015014,MD-01252,2025-02-01,4539.72,16.49,Normal,Normal
LC-0015015,MD-01252,2025-03-01,4556.45,16.73,Normal,Normal
LC-0015016,MD-01252,2025-04-01,4573.33,16.88,Normal,Normal
LC-0015017,MD-01252,2025-05-01,4589.43,16.1,Normal,Normal
LC-0015018,MD-01252,2025-06-01,4604.77,15.34,Normal,Normal
LC-0015019,MD-01252,2025-07-01,4619.88,15.11,Normal,Normal
LC-0015020,MD-01252,2025-08-01,4635.52,15.64,Normal,Normal
LC-0015021,MD-01252,2025-09-01,4653.2,17.68,Normal,Normal
LC-0015022,MD-01252,2025-10-01,4667.52,14.33,Normal,Normal
LC-0015023,MD-01252,2025-11-01,4683.19,15.67,Normal,Normal
LC-0015024,MD-01252,2025-12-01,4697.31,14.12,Normal,Normal
LC-0015025,MD-01253,2025-01-01,750.45,14.37,Normal,Normal
LC-0015026,MD-01253,2025-02-01,764.87,14.42,Normal,Normal
LC-0015027,MD-01253,2025-03-01,780.01,15.14,Normal,Normal
LC-0015028,MD-01253,2025-04-01,793.09,13.08,Normal,Normal
LC-0015029,MD-01253,2025-05-01,808.68,15.59,Normal,Normal
LC-0015030,MD-01253,2025-06-01,824.72,16.04,Normal,Normal
LC-0015031,MD-01253,2025-07-01,838.53,13.82,Normal,Normal
LC-0015032,MD-01253,2025-08-01,853.08,14.54,Normal,Normal
LC-0015033,MD-01253,2025-09-01,868.4,15.32,Normal,Normal
LC-0015034,MD-01253,2025-10-01,883.28,14.89,Normal,Normal
LC-0015035,MD-01253,2025-11-01,896.7,13.42,Normal,Normal
LC-0015036,MD-01253,2025-12-01,912.11,15.41,Normal,Normal
LC-0015037,MD-01254,2025-01-01,648.34,12.41,Normal,Normal
LC-0015038,MD-01254,2025-02-01,663.65,15.32,Normal,Normal
LC-0015039,MD-01254,2025-03-01,679.08,15.43,Normal,Normal
LC-0015040,MD-01254,2025-04-01,694.07,14.99,Normal,Normal
LC-0015041,MD-01254,2025-05-01,706.97,12.89,Normal,Normal
LC-0015042,MD-01254,2025-06-01,720.57,13.61,Normal,Normal
LC-0015043,MD-01254,2025-07-01,735.82,15.25,Normal,Normal
LC-0015044,MD-01254,2025-08-01,750.17,14.35,Normal,Normal
LC-0015045,MD-01254,2025-09-01,763.32,13.15,Normal,Normal
LC-0015046,MD-01254,2025-10-01,776.94,13.62,Normal,Normal
LC-0015047,MD-01254,2025-11-01,789.1,12.17,Normal,Normal
LC-0015048,MD-01254,2025-12-01,804.23,15.13,Normal,Normal
LC-0015049,MD-01255,2025-01-01,2743.18,54.47,Normal,Normal
LC-0015050,MD-01255,2025-02-01,2803.4,60.23,Normal,Normal
LC-0015051,MD-01255,2025-03-01,2854.09,50.69,Normal,Normal
LC-0015052,MD-01255,2025-04-01,2902.52,48.43,Normal,Normal
LC-0015053,MD-01255,2025-05-01,2952.23,49.71,Normal,Normal
LC-0015054,MD-01255,2025-06-01,2999.96,47.73,Normal,Normal
LC-0015055,MD-01255,2025-07-01,3052.35,52.4,Normal,Normal
LC-0015056,MD-01255,2025-08-01,3105.49,53.14,Normal,Normal
LC-0015057,MD-01255,2025-09-01,3158.21,52.72,Normal,Normal
LC-0015058,MD-01255,2025-10-01,3210.05,51.84,Normal,Normal
LC-0015059,MD-01255,2025-11-01,3262.49,52.44,Normal,Normal
LC-0015060,MD-01255,2025-12-01,3321.59,59.1,Normal,Normal
LC-0015061,MD-01256,2025-01-01,3690.34,18.73,Normal,Normal
LC-0015062,MD-01256,2025-02-01,3708.66,18.31,Normal,Normal
LC-0015063,MD-01256,2025-03-01,3724.46,15.81,Normal,Normal
LC-0015064,MD-01256,2025-04-01,3744.56,20.1,Normal,Normal
LC-0015065,MD-01256,2025-05-01,3763.63,19.06,Normal,Normal
LC-0015066,MD-01256,2025-06-01,3783.63,20.0,Normal,Normal
LC-0015067,MD-01256,2025-07-01,3803.02,19.39,Normal,Normal
LC-0015068,MD-01256,2025-08-01,3821.4,18.39,Normal,Normal
LC-0015069,MD-01256,2025-09-01,3840.84,19.43,Normal,Normal
LC-0015070,MD-01256,2025-10-01,3856.81,15.98,Normal,Normal
LC-0015071,MD-01256,2025-11-01,3877.54,20.73,Normal,Normal
LC-0015072,MD-01256,2025-12-01,3896.5,18.96,Normal,Normal
LC-0015073,MD-01257,2025-01-01,2369.92,13.94,Normal,Normal
LC-0015074,MD-01257,2025-02-01,2384.26,14.34,Normal,Normal
LC-0015075,MD-01257,2025-03-01,2398.72,14.46,Normal,Normal
LC-0015076,MD-01257,2025-04-01,2409.9,11.18,Normal,Normal
LC-0015077,MD-01257,2025-05-01,2425.75,15.85,Normal,Normal
LC-0015078,MD-01257,2025-06-01,2439.45,13.7,Normal,Normal
LC-0015079,MD-01257,2025-07-01,2455.09,15.64,Normal,Normal
LC-0015080,MD-01257,2025-08-01,2469.38,14.29,Normal,Normal
LC-0015081,MD-01257,2025-09-01,2483.66,14.28,Normal,Normal
LC-0015082,MD-01257,2025-10-01,2497.17,13.51,Normal,Normal
LC-0015083,MD-01257,2025-11-01,2513.63,16.47,Normal,Normal
LC-0015084,MD-01257,2025-12-01,2530.37,16.73,Normal,Normal
LC-0015085,MD-01258,2025-01-01,4338.68,30.51,Normal,Normal
LC-0015086,MD-01258,2025-02-01,4376.0,37.32,Normal,Normal
LC-0015087,MD-01258,2025-03-01,4413.92,37.92,Normal,Normal
LC-0015088,MD-01258,2025-04-01,4452.26,38.34,Normal,Normal
LC-0015089,MD-01258,2025-05-01,4487.06,34.79,Normal,Normal
LC-0015090,MD-01258,2025-06-01,4611.94,124.88,Falla Metrologica,Falla Metrologica
LC-0015091,MD-01258,2025-07-01,4613.73,1.78,Falla Metrologica,Submedicion
LC-0015092,MD-01258,2025-08-01,4615.51,1.78,Falla Metrologica,Submedicion
LC-0015093,MD-01258,2025-09-01,4617.29,1.78,Falla Metrologica,Submedicion
LC-0015094,MD-01258,2025-10-01,4717.2,99.91,Falla Metrologica,Falla Metrologica
LC-0015095,MD-01258,2025-11-01,4718.99,1.78,Falla Metrologica,Falla Metrologica
LC-0015096,MD-01258,2025-12-01,4843.87,124.88,Falla Metrologica,Falla Metrologica
LC-0015097,MD-01259,2025-01-01,3898.94,18.65,Normal,Normal
LC-0015098,MD-01259,2025-02-01,3916.39,17.45,Normal,Normal
LC-0015099,MD-01259,2025-03-01,3932.25,15.86,Normal,Normal
LC-0015100,MD-01259,2025-04-01,3951.68,19.43,Normal,Normal
LC-0015101,MD-01259,2025-05-01,3970.17,18.48,Normal,Normal
LC-0015102,MD-01259,2025-06-01,3990.07,19.9,Normal,Normal
LC-0015103,MD-01259,2025-07-01,4009.28,19.21,Normal,Normal
LC-0015104,MD-01259,2025-08-01,4025.98,16.7,Normal,Normal
LC-0015105,MD-01259,2025-09-01,4043.15,17.17,Normal,Normal
LC-0015106,MD-01259,2025-10-01,4062.15,19.0,Normal,Normal
LC-0015107,MD-01259,2025-11-01,4078.07,15.92,Normal,Normal
LC-0015108,MD-01259,2025-12-01,4097.97,19.9,Normal,Normal
LC-0015109,MD-01260,2025-01-01,3449.3,20.54,Normal,Normal
LC-0015110,MD-01260,2025-02-01,3470.32,21.02,Normal,Normal
LC-0015111,MD-01260,2025-03-01,3488.57,18.25,Normal,Normal
LC-0015112,MD-01260,2025-04-01,3507.64,19.07,Normal,Normal
LC-0015113,MD-01260,2025-05-01,3526.31,18.67,Normal,Normal
LC-0015114,MD-01260,2025-06-01,3542.44,16.13,Normal,Normal
LC-0015115,MD-01260,2025-07-01,3558.66,16.22,Normal,Normal
LC-0015116,MD-01260,2025-08-01,3577.26,18.59,Normal,Normal
LC-0015117,MD-01260,2025-09-01,3595.15,17.89,Normal,Normal
LC-0015118,MD-01260,2025-10-01,3616.47,21.32,Normal,Normal
LC-0015119,MD-01260,2025-11-01,3634.64,18.17,Normal,Normal
LC-0015120,MD-01260,2025-12-01,3656.06,21.41,Normal,Normal
LC-0015121,MD-01261,2025-01-01,2025.9,19.82,Normal,Normal
LC-0015122,MD-01261,2025-02-01,2045.42,19.52,Normal,Normal
LC-0015123,MD-01261,2025-03-01,2065.28,19.86,Normal,Normal
LC-0015124,MD-01261,2025-04-01,2084.15,18.87,Normal,Normal
LC-0015125,MD-01261,2025-05-01,2104.4,20.25,Normal,Normal
LC-0015126,MD-01261,2025-06-01,2126.73,22.33,Normal,Normal
LC-0015127,MD-01261,2025-07-01,2146.76,20.03,Normal,Normal
LC-0015128,MD-01261,2025-08-01,2167.8,21.04,Normal,Normal
LC-0015129,MD-01261,2025-09-01,2185.28,17.49,Normal,Normal
LC-0015130,MD-01261,2025-10-01,2205.85,20.57,Normal,Normal
LC-0015131,MD-01261,2025-11-01,2225.95,20.1,Normal,Normal
LC-0015132,MD-01261,2025-12-01,2246.93,20.97,Normal,Normal
LC-0015133,MD-01262,2025-01-01,2100.15,18.28,Normal,Normal
LC-0015134,MD-01262,2025-02-01,2118.67,18.52,Normal,Normal
LC-0015135,MD-01262,2025-03-01,2136.89,18.22,Submedicion,Normal
LC-0015136,MD-01262,2025-04-01,2152.37,15.48,Submedicion,Normal
LC-0015137,MD-01262,2025-05-01,2165.12,12.75,Submedicion,Normal
LC-0015138,MD-01262,2025-06-01,2175.14,10.02,Submedicion,Normal
LC-0015139,MD-01262,2025-07-01,2182.43,7.29,Submedicion,Normal
LC-0015140,MD-01262,2025-08-01,2186.98,4.55,Submedicion,Submedicion
LC-0015141,MD-01262,2025-09-01,2190.63,3.64,Submedicion,Submedicion
LC-0015142,MD-01262,2025-10-01,2194.27,3.64,Submedicion,Submedicion
LC-0015143,MD-01262,2025-11-01,2197.91,3.64,Submedicion,Submedicion
LC-0015144,MD-01262,2025-12-01,2201.56,3.64,Submedicion,Submedicion
LC-0015145,MD-01263,2025-01-01,2083.8,12.7,Normal,Normal
LC-0015146,MD-01263,2025-02-01,2097.71,13.91,Normal,Normal
LC-0015147,MD-01263,2025-03-01,2111.9,14.19,Normal,Normal
LC-0015148,MD-01263,2025-04-01,2127.31,15.41,Normal,Normal
LC-0015149,MD-01263,2025-05-01,2139.71,12.4,Normal,Normal
LC-0015150,MD-01263,2025-06-01,2151.98,12.27,Normal,Normal
LC-0015151,MD-01263,2025-07-01,2164.92,12.94,Normal,Normal
LC-0015152,MD-01263,2025-08-01,2179.06,14.14,Normal,Normal
LC-0015153,MD-01263,2025-09-01,2194.7,15.64,Normal,Normal
LC-0015154,MD-01263,2025-10-01,2208.34,13.63,Normal,Normal
LC-0015155,MD-01263,2025-11-01,2220.89,12.55,Normal,Normal
LC-0015156,MD-01263,2025-12-01,2233.14,12.25,Normal,Normal
LC-0015157,MD-01264,2025-01-01,870.14,18.28,Normal,Normal
LC-0015158,MD-01264,2025-02-01,886.42,16.28,Normal,Normal
LC-0015159,MD-01264,2025-03-01,902.99,16.57,Normal,Normal
LC-0015160,MD-01264,2025-04-01,920.02,17.03,Normal,Normal
LC-0015161,MD-01264,2025-05-01,935.61,15.59,Normal,Normal
LC-0015162,MD-01264,2025-06-01,951.39,15.78,Normal,Normal
LC-0015163,MD-01264,2025-07-01,969.63,18.24,Normal,Normal
LC-0015164,MD-01264,2025-08-01,985.64,16.01,Normal,Normal
LC-0015165,MD-01264,2025-09-01,1003.97,18.33,Normal,Normal
LC-0015166,MD-01264,2025-10-01,1021.53,17.56,Normal,Normal
LC-0015167,MD-01264,2025-11-01,1036.2,14.67,Normal,Normal
LC-0015168,MD-01264,2025-12-01,1053.65,17.46,Normal,Normal
LC-0015169,MD-01265,2025-01-01,553.71,13.21,Normal,Normal
LC-0015170,MD-01265,2025-02-01,566.38,12.66,Normal,Normal
LC-0015171,MD-01265,2025-03-01,580.79,14.41,Normal,Normal
LC-0015172,MD-01265,2025-04-01,593.36,12.57,Normal,Normal
LC-0015173,MD-01265,2025-05-01,605.65,12.29,Normal,Normal
LC-0015174,MD-01265,2025-06-01,619.4,13.75,Normal,Normal
LC-0015175,MD-01265,2025-07-01,632.03,12.63,Normal,Normal
LC-0015176,MD-01265,2025-08-01,645.23,13.2,Normal,Normal
LC-0015177,MD-01265,2025-09-01,645.23,0.0,Medidor Detenido,Medidor Detenido
LC-0015178,MD-01265,2025-10-01,645.23,0.0,Medidor Detenido,Medidor Detenido
LC-0015179,MD-01265,2025-11-01,645.23,0.0,Medidor Detenido,Medidor Detenido
LC-0015180,MD-01265,2025-12-01,645.23,0.0,Medidor Detenido,Medidor Detenido
LC-0015181,MD-01266,2025-01-01,4371.11,29.65,Normal,Normal
LC-0015182,MD-01266,2025-02-01,4405.42,34.3,Normal,Normal
LC-0015183,MD-01266,2025-03-01,4445.32,39.9,Normal,Normal
LC-0015184,MD-01266,2025-04-01,4478.66,33.34,Normal,Normal
LC-0015185,MD-01266,2025-05-01,4513.26,34.6,Normal,Normal
LC-0015186,MD-01266,2025-06-01,4548.56,35.3,Normal,Normal
LC-0015187,MD-01266,2025-07-01,4584.39,35.83,Normal,Normal
LC-0015188,MD-01266,2025-08-01,4624.01,39.63,Normal,Normal
LC-0015189,MD-01266,2025-09-01,4657.05,33.04,Normal,Normal
LC-0015190,MD-01266,2025-10-01,4692.35,35.3,Normal,Normal
LC-0015191,MD-01266,2025-11-01,4729.76,37.41,Normal,Normal
LC-0015192,MD-01266,2025-12-01,4763.02,33.26,Normal,Normal
LC-0015193,MD-01267,2025-01-01,2899.2,18.16,Normal,Normal
LC-0015194,MD-01267,2025-02-01,2918.32,19.13,Normal,Normal
LC-0015195,MD-01267,2025-03-01,2936.72,18.4,Normal,Normal
LC-0015196,MD-01267,2025-04-01,2957.0,20.28,Normal,Normal
LC-0015197,MD-01267,2025-05-01,2974.84,17.84,Normal,Normal
LC-0015198,MD-01267,2025-06-01,2994.53,19.69,Normal,Normal
LC-0015199,MD-01267,2025-07-01,3013.38,18.84,Normal,Normal
LC-0015200,MD-01267,2025-08-01,3030.37,17.0,Normal,Normal
LC-0015201,MD-01267,2025-09-01,3030.37,0.0,Medidor Detenido,Medidor Detenido
LC-0015202,MD-01267,2025-10-01,3030.37,0.0,Medidor Detenido,Medidor Detenido
LC-0015203,MD-01267,2025-11-01,3030.37,0.0,Medidor Detenido,Medidor Detenido
LC-0015204,MD-01267,2025-12-01,3030.37,0.0,Medidor Detenido,Medidor Detenido
LC-0015205,MD-01268,2025-01-01,1466.76,13.86,Normal,Normal
LC-0015206,MD-01268,2025-02-01,1483.46,16.7,Normal,Consumo Elevado
LC-0015207,MD-01268,2025-03-01,1499.44,15.98,Normal,Normal
LC-0015208,MD-01268,2025-04-01,1515.74,16.3,Normal,Consumo Elevado
LC-0015209,MD-01268,2025-05-01,1530.57,14.83,Normal,Normal
LC-0015210,MD-01268,2025-06-01,1530.57,0.0,Medidor Detenido,Medidor Detenido
LC-0015211,MD-01268,2025-07-01,1530.57,0.0,Medidor Detenido,Medidor Detenido
LC-0015212,MD-01268,2025-08-01,1530.57,0.0,Medidor Detenido,Medidor Detenido
LC-0015213,MD-01268,2025-09-01,1530.57,0.0,Medidor Detenido,Medidor Detenido
LC-0015214,MD-01268,2025-10-01,1530.57,0.0,Medidor Detenido,Medidor Detenido
LC-0015215,MD-01268,2025-11-01,1530.57,0.0,Medidor Detenido,Medidor Detenido
LC-0015216,MD-01268,2025-12-01,1530.57,0.0,Medidor Detenido,Medidor Detenido
LC-0015217,MD-01269,2025-01-01,1051.68,13.56,Normal,Normal
LC-0015218,MD-01269,2025-02-01,1064.91,13.23,Normal,Normal
LC-0015219,MD-01269,2025-03-01,1079.25,14.34,Normal,Normal
LC-0015220,MD-01269,2025-04-01,1093.09,13.84,Normal,Normal
LC-0015221,MD-01269,2025-05-01,1107.15,14.06,Normal,Normal
LC-0015222,MD-01269,2025-06-01,1122.81,15.65,Normal,Normal
LC-0015223,MD-01269,2025-07-01,1137.08,14.27,Normal,Normal
LC-0015224,MD-01269,2025-08-01,1151.11,14.03,Normal,Normal
LC-0015225,MD-01269,2025-09-01,1165.91,14.8,Normal,Normal
LC-0015226,MD-01269,2025-10-01,1180.38,14.47,Submedicion,Normal
LC-0015227,MD-01269,2025-11-01,1192.67,12.3,Submedicion,Normal
LC-0015228,MD-01269,2025-12-01,1202.8,10.13,Submedicion,Normal
LC-0015229,MD-01270,2025-01-01,3514.38,18.33,Normal,Normal
LC-0015230,MD-01270,2025-02-01,3530.63,16.24,Normal,Normal
LC-0015231,MD-01270,2025-03-01,3549.79,19.17,Normal,Normal
LC-0015232,MD-01270,2025-04-01,3566.57,16.77,Normal,Normal
LC-0015233,MD-01270,2025-05-01,3584.26,17.69,Normal,Normal
LC-0015234,MD-01270,2025-06-01,3602.52,18.26,Normal,Normal
LC-0015235,MD-01270,2025-07-01,3619.61,17.1,Normal,Normal
LC-0015236,MD-01270,2025-08-01,3638.69,19.08,Normal,Normal
LC-0015237,MD-01270,2025-09-01,3656.21,17.52,Normal,Normal
LC-0015238,MD-01270,2025-10-01,3675.97,19.76,Normal,Normal
LC-0015239,MD-01270,2025-11-01,3692.9,16.94,Normal,Normal
LC-0015240,MD-01270,2025-12-01,3710.87,17.96,Normal,Normal
LC-0015241,MD-01271,2025-01-01,1787.67,15.38,Normal,Normal
LC-0015242,MD-01271,2025-02-01,1805.44,17.77,Normal,Normal
LC-0015243,MD-01271,2025-03-01,1822.06,16.62,Normal,Normal
LC-0015244,MD-01271,2025-04-01,1840.56,18.49,Normal,Normal
LC-0015245,MD-01271,2025-05-01,1857.88,17.33,Normal,Normal
LC-0015246,MD-01271,2025-06-01,1874.02,16.14,Normal,Normal
LC-0015247,MD-01271,2025-07-01,1889.99,15.96,Normal,Normal
LC-0015248,MD-01271,2025-08-01,1906.4,16.42,Normal,Normal
LC-0015249,MD-01271,2025-09-01,1919.21,12.81,Normal,Normal
LC-0015250,MD-01271,2025-10-01,1938.64,19.43,Normal,Normal
LC-0015251,MD-01271,2025-11-01,1957.45,18.81,Normal,Normal
LC-0015252,MD-01271,2025-12-01,1974.56,17.11,Normal,Normal
LC-0015253,MD-01272,2025-01-01,4566.96,14.53,Normal,Normal
LC-0015254,MD-01272,2025-02-01,4583.81,16.85,Normal,Normal
LC-0015255,MD-01272,2025-03-01,4599.56,15.75,Normal,Normal
LC-0015256,MD-01272,2025-04-01,4614.23,14.67,Normal,Normal
LC-0015257,MD-01272,2025-05-01,4627.98,13.75,Normal,Normal
LC-0015258,MD-01272,2025-06-01,4642.05,14.07,Normal,Normal
LC-0015259,MD-01272,2025-07-01,4656.19,14.14,Normal,Normal
LC-0015260,MD-01272,2025-08-01,4671.44,15.26,Normal,Normal
LC-0015261,MD-01272,2025-09-01,4686.93,15.48,Normal,Normal
LC-0015262,MD-01272,2025-10-01,4701.99,15.07,Normal,Normal
LC-0015263,MD-01272,2025-11-01,4717.19,15.2,Normal,Normal
LC-0015264,MD-01272,2025-12-01,4731.16,13.97,Normal,Normal
LC-0015265,MD-01273,2025-01-01,3093.59,17.45,Normal,Normal
LC-0015266,MD-01273,2025-02-01,3110.92,17.33,Normal,Normal
LC-0015267,MD-01273,2025-03-01,3129.81,18.89,Normal,Normal
LC-0015268,MD-01273,2025-04-01,3147.59,17.78,Normal,Normal
LC-0015269,MD-01273,2025-05-01,3166.06,18.47,Normal,Normal
LC-0015270,MD-01273,2025-06-01,3182.97,16.91,Normal,Normal
LC-0015271,MD-01273,2025-07-01,3201.07,18.09,Normal,Normal
LC-0015272,MD-01273,2025-08-01,3217.47,16.4,Normal,Normal
LC-0015273,MD-01273,2025-09-01,3234.61,17.15,Normal,Normal
LC-0015274,MD-01273,2025-10-01,3252.67,18.05,Normal,Normal
LC-0015275,MD-01273,2025-11-01,3269.59,16.92,Normal,Normal
LC-0015276,MD-01273,2025-12-01,3287.0,17.42,Normal,Normal
LC-0015277,MD-01274,2025-01-01,4538.06,13.81,Normal,Normal
LC-0015278,MD-01274,2025-02-01,4552.72,14.66,Normal,Normal
LC-0015279,MD-01274,2025-03-01,4566.18,13.46,Normal,Normal
LC-0015280,MD-01274,2025-04-01,4581.24,15.06,Normal,Normal
LC-0015281,MD-01274,2025-05-01,4594.8,13.56,Normal,Normal
LC-0015282,MD-01274,2025-06-01,4608.27,13.47,Normal,Normal
LC-0015283,MD-01274,2025-07-01,4625.02,16.75,Normal,Normal
LC-0015284,MD-01274,2025-08-01,4637.72,12.71,Normal,Normal
LC-0015285,MD-01274,2025-09-01,4652.71,14.98,Normal,Normal
LC-0015286,MD-01274,2025-10-01,4664.77,12.06,Normal,Normal
LC-0015287,MD-01274,2025-11-01,4679.62,14.84,Normal,Normal
LC-0015288,MD-01274,2025-12-01,4696.75,17.14,Normal,Normal
LC-0015289,MD-01275,2025-01-01,3440.58,16.38,Normal,Normal
LC-0015290,MD-01275,2025-02-01,3458.47,17.89,Normal,Normal
LC-0015291,MD-01275,2025-03-01,3476.14,17.67,Normal,Normal
LC-0015292,MD-01275,2025-04-01,3494.66,18.51,Normal,Normal
LC-0015293,MD-01275,2025-05-01,3509.64,14.98,Normal,Normal
LC-0015294,MD-01275,2025-06-01,3527.18,17.54,Normal,Normal
LC-0015295,MD-01275,2025-07-01,3545.1,17.91,Normal,Normal
LC-0015296,MD-01275,2025-08-01,3561.71,16.61,Normal,Normal
LC-0015297,MD-01275,2025-09-01,3581.88,20.17,Normal,Normal
LC-0015298,MD-01275,2025-10-01,3597.64,15.77,Normal,Normal
LC-0015299,MD-01275,2025-11-01,3614.51,16.86,Normal,Normal
LC-0015300,MD-01275,2025-12-01,3632.44,17.93,Normal,Normal
LC-0015301,MD-01276,2025-01-01,4533.2,13.79,Normal,Normal
LC-0015302,MD-01276,2025-02-01,4549.58,16.39,Normal,Normal
LC-0015303,MD-01276,2025-03-01,4562.64,13.06,Normal,Normal
LC-0015304,MD-01276,2025-04-01,4578.41,15.77,Normal,Normal
LC-0015305,MD-01276,2025-05-01,4592.18,13.77,Normal,Normal
LC-0015306,MD-01276,2025-06-01,4605.1,12.92,Normal,Normal
LC-0015307,MD-01276,2025-07-01,4621.53,16.43,Normal,Normal
LC-0015308,MD-01276,2025-08-01,4637.05,15.52,Normal,Normal
LC-0015309,MD-01276,2025-09-01,4652.57,15.52,Normal,Normal
LC-0015310,MD-01276,2025-10-01,4667.44,14.88,Normal,Normal
LC-0015311,MD-01276,2025-11-01,4682.59,15.15,Normal,Normal
LC-0015312,MD-01276,2025-12-01,4695.62,13.03,Normal,Normal
LC-0015313,MD-01277,2025-01-01,2978.29,12.58,Normal,Normal
LC-0015314,MD-01277,2025-02-01,2990.54,12.25,Normal,Normal
LC-0015315,MD-01277,2025-03-01,3001.73,11.19,Normal,Normal
LC-0015316,MD-01277,2025-04-01,3013.24,11.51,Normal,Normal
LC-0015317,MD-01277,2025-05-01,3026.39,13.15,Normal,Normal
LC-0015318,MD-01277,2025-06-01,3040.43,14.04,Normal,Normal
LC-0015319,MD-01277,2025-07-01,3053.1,12.67,Normal,Normal
LC-0015320,MD-01277,2025-08-01,3065.52,12.42,Normal,Normal
LC-0015321,MD-01277,2025-09-01,3076.49,10.97,Normal,Normal
LC-0015322,MD-01277,2025-10-01,3088.76,12.27,Normal,Normal
LC-0015323,MD-01277,2025-11-01,3099.22,10.45,Normal,Normal
LC-0015324,MD-01277,2025-12-01,3112.57,13.35,Normal,Normal
LC-0015325,MD-01278,2025-01-01,4833.46,15.78,Normal,Normal
LC-0015326,MD-01278,2025-02-01,4849.8,16.33,Normal,Normal
LC-0015327,MD-01278,2025-03-01,4864.0,14.2,Normal,Normal
LC-0015328,MD-01278,2025-04-01,4878.79,14.79,Normal,Normal
LC-0015329,MD-01278,2025-05-01,4891.49,12.7,Normal,Normal
LC-0015330,MD-01278,2025-06-01,4907.68,16.19,Normal,Normal
LC-0015331,MD-01278,2025-07-01,4924.27,16.59,Normal,Normal
LC-0015332,MD-01278,2025-08-01,4937.98,13.71,Normal,Normal
LC-0015333,MD-01278,2025-09-01,4954.91,16.93,Normal,Normal
LC-0015334,MD-01278,2025-10-01,4969.62,14.7,Normal,Normal
LC-0015335,MD-01278,2025-11-01,4983.3,13.69,Normal,Normal
LC-0015336,MD-01278,2025-12-01,4997.91,14.61,Normal,Normal
LC-0015337,MD-01279,2025-01-01,4795.44,15.88,Normal,Normal
LC-0015338,MD-01279,2025-02-01,4812.89,17.45,Normal,Normal
LC-0015339,MD-01279,2025-03-01,4827.41,14.51,Normal,Normal
LC-0015340,MD-01279,2025-04-01,4842.2,14.79,Normal,Normal
LC-0015341,MD-01279,2025-05-01,4856.97,14.77,Normal,Normal
LC-0015342,MD-01279,2025-06-01,4874.9,17.93,Normal,Normal
LC-0015343,MD-01279,2025-07-01,4889.35,14.45,Normal,Normal
LC-0015344,MD-01279,2025-08-01,4906.18,16.83,Normal,Normal
LC-0015345,MD-01279,2025-09-01,4921.19,15.01,Normal,Normal
LC-0015346,MD-01279,2025-10-01,4936.45,15.26,Normal,Normal
LC-0015347,MD-01279,2025-11-01,4952.51,16.05,Normal,Normal
LC-0015348,MD-01279,2025-12-01,4967.11,14.61,Normal,Normal
LC-0015349,MD-01280,2025-01-01,4433.77,14.73,Normal,Normal
LC-0015350,MD-01280,2025-02-01,4447.6,13.83,Normal,Normal
LC-0015351,MD-01280,2025-03-01,4459.87,12.27,Normal,Normal
LC-0015352,MD-01280,2025-04-01,4472.65,12.78,Normal,Normal
LC-0015353,MD-01280,2025-05-01,4489.08,16.43,Normal,Normal
LC-0015354,MD-01280,2025-06-01,4505.34,16.26,Normal,Normal
LC-0015355,MD-01280,2025-07-01,4520.72,15.39,Normal,Normal
LC-0015356,MD-01280,2025-08-01,4533.94,13.22,Normal,Normal
LC-0015357,MD-01280,2025-09-01,4550.21,16.27,Normal,Normal
LC-0015358,MD-01280,2025-10-01,4565.24,15.04,Normal,Normal
LC-0015359,MD-01280,2025-11-01,4580.52,15.27,Normal,Normal
LC-0015360,MD-01280,2025-12-01,4595.55,15.03,Normal,Normal
LC-0015361,MD-01281,2025-01-01,2066.78,13.99,Normal,Normal
